t,c,d
7.726874s,S,9>7
7.7298946s,D,1>18
7.7298946s,S,18>8
7.7298946s,S,1>18
7.7348762s,D,10>11
7.7348762s,D,5>13
7.7348762s,S,2>11
7.7348762s,S,2>9
7.7348762s,S,2>18
7.7348762s,S,10>11
7.7348762s,S,5>13
7.7428761s,S,13>12
7.7428761s,S,13>20
7.7428761s,S,9>29
7.7428761s,S,18>15
7.7428761s,S,15>18
7.7478782s,S,9>4
7.7518796s,D,18>17
7.7518796s,S,18>17
7.7528994s,S,9>6
7.7528994s,S,2>7
7.7548999s,S,8>13
7.7579003s,S,11>15
7.7589008s,D,4>7
7.7589008s,S,4>7
7.761883s,S,16>8
7.7629016s,S,18>2
7.7629016s,S,17>16
7.7629016s,S,17>28
7.767882s,D,43>0
7.767882s,S,2>8
7.767882s,C,0>32
7.767882s,C,32>0
7.767882s,C,0>32
7.7859043s,C,32>0
7.7859043s,D,7>16
7.7859043s,S,13>10
7.7859043s,L,43
7.7859043s,S,16>26
7.7859043s,S,17>12
7.7859043s,S,7>16
7.7859043s,S,11>8
7.7859043s,D,33>0
7.7859043s,S,30>9
7.7859043s,S,9>2
7.7859043s,S,30>0
7.7859043s,S,18>1
7.7859043s,S,9>7
7.7859043s,S,33>0
7.7859043s,C,0>25
7.7868886s,C,25>0
7.7868886s,C,0>25
7.7868886s,C,25>0
7.7909076s,S,4>6
7.7948893s,S,11>10
7.7959088s,S,13>8
7.7959088s,S,2>11
7.7959088s,S,2>18
7.7979091s,S,17>7
7.7979091s,S,17>14
7.8008898s,D,10>8
7.8008898s,S,10>8
7.8018911s,D,1>16
7.8018911s,S,1>16
7.8029103s,S,16>2
7.8049106s,D,8>12
7.8049106s,S,8>12
7.8068924s,S,3>7
7.8089117s,S,16>13
7.8089117s,S,24>16
7.8089117s,S,16>24
7.8128926s,S,17>18
7.8158935s,S,2>6
7.8158935s,S,2>8
7.8178932s,D,2>14
7.8178932s,S,15>11
7.8178932s,S,2>14
7.8188954s,S,11>13
7.8188954s,S,9>30
7.8198964s,S,13>5
7.8219146s,S,15>7
7.8239119s,S,13>11
7.8239119s,S,13>8
7.8239119s,S,6>7
7.8239119s,S,8>14
7.8239119s,S,10>13
7.8258943s,S,18>12
7.8258943s,D,18>14
7.8258943s,S,18>14
7.829896s,S,15>13
7.829896s,S,22>15
7.829896s,S,15>24
7.8318995s,S,9>7
7.8318995s,S,1>0
7.8318995s,S,7>11
7.8329031s,S,8>10
7.8348957s,D,0>26
7.8348957s,S,7>4
7.8348957s,C,0>23
7.8348957s,S,0>26
7.8348957s,C,23>0
7.8348957s,C,0>23
7.8348957s,C,23>0
7.8378982s,S,17>11
7.8378982s,S,17>12
7.8378982s,S,10>20
7.840898s,D,5>7
7.840898s,D,4>8
7.840898s,S,16>22
7.840898s,S,5>7
7.840898s,S,4>8
7.8428985s,S,18>16
7.8428985s,S,13>12
7.8428985s,S,18>8
7.843899s,S,2>9
7.843899s,S,2>11
7.8449s,S,20>0
7.8449s,S,0>20
7.8479203s,S,17>28
7.8479203s,S,9>1
7.8479203s,S,12>8
7.8519009s,S,13>10
7.8559219s,S,18>11
7.8569224s,S,17>8
7.8569224s,S,9>3
7.8619037s,S,17>7
7.8629237s,S,13>14
7.8649237s,D,20>11
7.8649237s,S,8>10
7.8649237s,S,10>13
7.8649237s,S,20>11
7.8679042s,D,34>0
7.8679042s,C,0>29
7.8679042s,C,0>29
7.8679042s,S,34>0
7.8679042s,C,29>0
7.8679042s,C,29>0
7.8709254s,D,44>0
7.8709254s,C,0>31
7.8709254s,C,31>0
7.8709254s,C,0>31
7.8919272s,C,31>0
7.8919272s,S,8>4
7.8919272s,S,2>7
7.8919272s,S,9>2
7.8919272s,S,16>7
7.8919272s,S,18>15
7.8919272s,S,4>9
7.8919272s,S,13>16
7.8919272s,S,16>1
7.8919272s,S,8>6
7.8919272s,L,44
7.8919272s,S,9>29
7.8919272s,S,30>9
7.8919272s,S,2>17
7.8919272s,S,14>2
7.8919272s,S,18>2
7.8919272s,S,16>13
7.9029322s,D,7>18
7.9029322s,S,4>6
7.9029322s,S,17>11
7.9029322s,S,7>13
7.9029322s,S,13>8
7.9029322s,S,7>18
7.9049298s,S,18>7
7.9049298s,S,17>16
7.9049298s,S,17>8
7.9049298s,S,14>18
7.906933s,S,13>11
7.9079334s,S,5>11
7.9109139s,D,1>15
7.9109139s,S,1>15
7.9119146s,S,10>8
7.912915s,S,2>18
7.9139154s,S,9>7
7.9149159s,S,9>6
7.9179177s,D,16>15
7.9179177s,S,18>1
7.9179177s,S,16>15
7.9199156s,S,4>7
7.9199156s,S,0>33
7.9239194s,S,9>30
7.9239194s,S,4>8
7.9269171s,S,15>23
7.9269171s,S,13>15
7.9279182s,D,8>15
7.9279182s,S,8>15
7.9289174s,S,15>13
7.9299178s,S,1>6
7.9309177s,S,2>6
7.9319178s,S,13>10
7.9349191s,S,6>3
7.9379192s,S,17>2
7.9379192s,S,17>14
7.9389199s,S,24>16
7.9389199s,S,16>14
7.9389199s,S,18>11
7.9389199s,S,16>26
7.93992s,S,18>12
7.93992s,S,2>8
7.9439214s,S,8>16
7.9449248s,S,13>14
7.9499219s,S,0>39
7.9499219s,S,10>20
7.9499219s,S,26>0
7.9499219s,S,10>11
7.9529329s,S,7>5
7.956934s,S,2>7
7.956934s,S,7>15
7.9589342s,S,2>9
7.9589342s,S,2>18
7.9589342s,S,18>14
7.9609242s,D,12>16
7.9609242s,S,12>16
7.9619241s,S,9>8
7.9629353s,S,7>18
7.9629353s,S,18>7
7.9649248s,S,16>17
7.9689364s,S,11>20
7.9699365s,D,5>18
7.9699365s,S,13>11
7.9699365s,D,18>13
7.9699365s,S,5>18
7.9699365s,D,35>0
7.9699365s,S,1>8
7.9699365s,C,0>27
7.9699365s,C,0>27
7.9699365s,C,27>0
7.9699365s,S,18>13
7.9699365s,C,27>0
7.9699365s,S,35>0
7.9729372s,S,15>11
7.9749378s,S,8>17
7.9749378s,S,8>6
7.9779279s,D,45>0
7.9779279s,C,0>43
7.9779279s,C,43>0
7.9779279s,C,0>43
7.9869405s,C,43>0
7.9869405s,D,7>20
7.9869405s,S,18>16
7.9869405s,S,17>13
7.9869405s,S,9>3
7.9869405s,S,7>20
7.9869405s,L,45
7.9869405s,S,17>28
7.9869405s,S,18>8
7.9869405s,S,7>6
7.9869405s,S,0>34
7.9909413s,D,20>7
7.9909413s,C,7>20
7.9909413s,C,20>7
7.9909413s,C,7>20
7.9909413s,C,20>7
7.9909413s,C,7>20
7.9909413s,C,7>20
7.9909413s,C,20>7
7.9909413s,C,20>7
7.9909413s,S,20>7
7.9949422s,S,5>6
7.9949422s,S,10>8
7.9959426s,S,4>9
7.9959426s,D,23>17
7.9959426s,S,4>6
7.9959426s,S,23>17
7.9969427s,S,18>15
7.9989433s,S,17>16
7.9999328s,S,2>17
8.0049443s,S,15>1
8.0069452s,S,1>9
8.0069452s,D,22>9
8.0069452s,S,22>9
8.0089455s,S,7>3
8.0109355s,S,13>14
8.0109355s,S,15>8
8.0109355s,S,13>18
8.0129372s,S,13>15
8.0139373s,S,20>10
8.0139373s,S,8>7
8.0139373s,S,8>18
8.0149377s,S,2>9
8.0169374s,D,1>12
8.0169374s,S,20>0
8.0169374s,S,0>41
8.0169374s,S,1>12
8.0209376s,S,18>2
8.0209376s,S,18>12
8.0219378s,S,16>13
8.0219378s,S,16>26
8.0229394s,S,15>18
8.0229394s,S,4>7
8.0239395s,S,18>14
8.0239395s,S,1>11
8.0239395s,S,2>7
8.0249402s,S,9>6
8.0249402s,S,17>12
8.0259603s,S,15>23
8.0259603s,S,23>15
8.0279415s,D,8>20
8.0279415s,S,10>13
8.0279415s,D,6>14
8.0279415s,S,8>20
8.0279415s,S,2>6
8.0279415s,S,6>14
8.0309413s,S,0>36
8.0309413s,S,39>0
8.0329407s,S,17>13
8.0329407s,S,36>0
8.0339411s,S,1>18
8.041943s,S,17>23
8.044944s,S,16>15
8.044944s,S,15>16
8.0459447s,S,16>14
8.0479444s,S,2>16
8.0479444s,S,10>11
8.0479444s,S,16>12
8.0479444s,S,8>11
8.0479444s,S,10>20
8.0479444s,S,2>17
8.0479444s,S,0>37
8.0489451s,S,16>2
8.0509457s,D,23>11
8.0509457s,S,9>22
8.0509457s,S,23>11
8.0529662s,S,33>0
8.0539663s,S,5>11
8.0559668s,S,8>18
8.0579671s,D,12>10
8.0579671s,S,18>5
8.0579671s,S,12>10
8.0599653s,S,8>13
8.061948s,D,22>11
8.061948s,S,22>11
8.0639685s,S,15>13
8.0639685s,S,18>16
8.0639685s,S,15>11
8.065969s,D,46>0
8.065969s,C,0>33
8.065969s,C,33>0
8.065969s,C,0>33
8.088953s,S,0>35
8.088953s,S,20>13
8.088953s,S,12>1
8.088953s,L,46
8.088953s,S,3>7
8.088953s,S,1>8
8.088953s,D,5>8
8.065969s,C,33>0
8.088953s,S,7>17
8.088953s,S,17>12
8.088953s,S,7>15
8.088953s,S,17>11
8.088953s,S,5>8
8.088953s,C,8>4
8.088953s,C,8>4
8.088953s,C,4>8
8.0899546s,C,4>8
8.0959562s,D,1>29
8.0959562s,S,1>29
8.0969731s,S,1>16
8.1009566s,S,11>7
8.1009566s,D,7>10
8.1009566s,S,2>18
8.1009566s,S,8>9
8.1009566s,S,18>7
8.1009566s,S,7>10
8.1029745s,S,16>17
8.1029745s,S,16>13
8.1039749s,S,8>15
8.104975s,S,10>8
8.104975s,S,8>17
8.1069759s,S,23>17
8.1069759s,S,13>15
8.1069759s,S,1>6
8.1069759s,S,13>16
8.1069759s,S,4>9
8.1069759s,S,18>17
8.1069759s,S,18>15
8.1069759s,S,8>11
8.1099762s,S,7>3
8.1119598s,S,34>0
8.1179603s,S,8>10
8.1179603s,S,11>23
8.1179603s,S,0>34
8.1209616s,S,1>9
8.1219787s,S,16>24
8.1239792s,S,8>1
8.1239792s,S,0>20
8.1239792s,S,20>8
8.1259616s,S,15>7
8.1299642s,S,15>22
8.130981s,S,17>8
8.130981s,S,10>12
8.130981s,S,12>8
8.1329634s,S,29>1
8.1349634s,D,25>12
8.1349634s,S,25>12
8.1359647s,S,4>7
8.1359647s,S,22>11
8.1359647s,S,11>22
8.1389654s,S,16>18
8.1389654s,S,8>20
8.1389654s,S,2>16
8.1389654s,S,8>9
8.1389654s,S,2>8
8.1409662s,D,1>17
8.1409662s,S,1>17
8.1429668s,S,12>28
8.1429668s,S,17>11
8.1429668s,S,5>13
8.1469676s,D,22>17
8.1469676s,S,7>8
8.1469676s,S,37>0
8.1469676s,S,22>17
8.1479847s,S,2>9
8.1479847s,S,1>18
8.1499671s,S,16>7
8.1499671s,S,2>7
8.1499671s,S,14>16
8.1509684s,S,8>16
8.1509684s,S,18>2
8.1509684s,S,18>16
8.1529857s,S,36>0
8.1529857s,S,0>36
8.1539858s,S,23>15
8.1549862s,S,8>10
8.1559864s,S,14>6
8.1569865s,S,8>9
8.1569865s,S,1>8
8.1579869s,S,7>17
8.1579869s,S,7>11
8.1579869s,S,10>7
8.1609712s,S,5>6
8.1609712s,S,15>13
8.1609712s,S,15>18
8.1609712s,S,5>11
8.1639801s,S,17>16
8.1639801s,S,23>17
8.1659806s,D,47>0
8.1659806s,S,8>5
8.1659806s,C,0>44
8.1659806s,C,44>0
8.1659806s,C,0>44
8.1659806s,C,44>0
8.1749827s,D,11>16
8.1749827s,S,8>12
8.1749827s,L,47
8.1749827s,S,11>16
8.1749827s,S,0>42
8.1749827s,D,6>13
8.1749827s,S,10>11
8.1749827s,S,1>0
8.1749827s,S,10>20
8.1749827s,S,6>13
8.1769736s,S,1>15
8.1769736s,S,20>11
8.178973s,S,7>18
8.1809747s,D,0>33
8.1809747s,S,16>2
8.1809747s,S,16>17
8.1809747s,C,0>11
8.1809747s,S,0>33
8.1809747s,C,0>11
8.1809747s,C,11>0
8.1809747s,C,11>0
8.1819748s,S,20>10
8.1819748s,S,9>8
8.1829749s,S,2>6
8.1859759s,D,5>12
8.1859759s,S,5>12
8.1859759s,S,12>8
8.1879762s,S,2>17
8.1899753s,S,15>16
8.1899753s,S,16>12
8.1899753s,S,16>22
8.1919867s,S,1>16
8.1919867s,S,8>9
8.1919867s,S,17>1
8.1939869s,S,8>14
8.1949874s,S,7>6
8.1959875s,S,7>5
8.1959875s,S,13>16
8.1959875s,S,13>15
8.1999775s,S,22>15
8.1999775s,S,22>9
8.1999775s,S,18>17
8.1999775s,S,1>6
8.1999775s,S,1>12
8.2009776s,S,12>28
8.2009776s,S,12>11
8.2019792s,S,8>10
8.2039786s,D,1>7
8.2039786s,S,1>7
8.2049796s,S,18>12
8.20598s,S,35>0
8.2119814s,S,17>22
8.2139819s,S,8>2
8.2139819s,S,20>8
8.2169829s,S,10>8
8.2169829s,S,12>25
8.221983s,S,16>8
8.2229837s,S,17>7
8.2229837s,S,7>1
8.2229837s,S,11>18
8.2259844s,S,2>8
8.2279849s,S,12>10
8.2279849s,S,0>38
8.2279849s,S,8>15
8.2279849s,S,5>7
8.2299855s,S,18>16
8.2299855s,S,18>11
8.2349856s,S,2>16
8.2349856s,S,1>29
8.2349856s,S,7>11
8.2359866s,D,7>12
8.2359866s,S,8>10
8.2359866s,S,7>12
8.2389884s,S,38>0
8.2409875s,D,25>9
8.2409875s,S,15>22
8.2409875s,S,15>24
8.2409875s,S,25>9
8.2429884s,S,18>13
8.2429884s,S,17>28
8.2469892s,S,8>14
8.2469892s,S,16>14
8.2469892s,S,8>1
8.2509903s,S,8>2
8.2509903s,S,16>11
8.2509903s,S,7>16
8.2519904s,S,23>11
8.2519904s,S,23>15
8.2519904s,S,11>2
8.2519904s,S,16>26
8.2529911s,D,26>17
8.2529911s,S,15>7
8.2529911s,S,12>19
8.2529911s,S,15>18
8.2529911s,S,26>17
8.2579912s,S,12>7
8.2579912s,S,18>15
8.2579912s,S,28>12
8.2579912s,S,16>18
8.259992s,D,48>0
8.259992s,C,0>37
8.259992s,C,0>37
8.259992s,C,37>0
8.2689941s,C,37>0
8.2689941s,S,1>11
8.2689941s,L,48
8.2689941s,S,13>6
8.2689941s,S,0>45
8.2689941s,S,36>0
8.2689941s,S,16>7
8.2689941s,S,11>10
8.2689941s,S,1>0
8.2689941s,S,6>3
8.2709944s,S,20>0
8.2709944s,S,0>1
8.273995s,S,20>13
8.2759956s,D,1>13
8.2759956s,S,1>17
8.2759956s,S,1>29
8.2759956s,S,1>13
8.2779962s,S,18>1
8.2789983s,S,2>6
8.2809971s,S,8>1
8.2809971s,D,27>17
8.2809971s,S,8>12
8.2809971s,S,27>17
8.2819973s,S,7>1
8.2819973s,S,7>13
8.2839978s,S,18>8
8.2859972s,D,6>29
8.2859972s,S,6>29
8.286997s,S,13>16
8.2879975s,S,12>5
8.2909981s,S,8>7
8.2909981s,S,0>35
8.2919983s,S,1>12
8.2919983s,S,7>17
8.2919983s,S,7>11
8.294999s,S,16>22
8.2979999s,S,5>6
8.2979999s,S,5>13
8.3020011s,S,7>2
8.3020011s,D,5>9
8.3020011s,S,8>14
8.3020011s,S,8>6
8.3020011s,S,5>9
8.3040007s,S,12>25
8.3040007s,S,8>20
8.3050014s,S,17>26
8.3050014s,S,9>25
8.3060016s,D,24>9
8.3060016s,S,11>23
8.3060016s,S,18>11
8.3060016s,S,2>11
8.3060016s,S,18>16
8.3060016s,S,24>9
8.309002s,S,8>16
8.3100024s,S,11>17
8.3120035s,S,22>16
8.3120035s,S,33>0
8.3120035s,S,1>18
8.3120035s,S,1>8
8.3120035s,S,0>41
8.3120035s,S,22>15
8.3120035s,S,13>1
8.3160041s,S,18>2
8.3160041s,S,12>11
8.3170045s,D,26>22
8.3170045s,S,1>6
8.3170045s,S,26>22
8.3190044s,S,18>14
8.3190044s,S,2>8
8.3220054s,S,8>2
8.3220054s,S,8>12
8.3230056s,D,14>12
8.3230056s,S,12>7
8.3230056s,S,7>12
8.3230056s,S,14>12
8.3270064s,D,25>16
8.3270064s,S,25>16
8.3290069s,S,12>8
8.3290069s,S,11>16
8.3290069s,S,16>11
8.3300076s,D,20>16
8.3300076s,S,20>16
8.3320073s,S,7>15
8.3320073s,S,17>27
8.3320073s,S,7>13
8.3340082s,S,16>8
8.3340082s,S,16>18
8.3350083s,S,16>26
8.3350083s,S,16>13
8.3380087s,D,12>14
8.3380087s,C,12>14
8.3380087s,S,8>1
8.3380087s,C,14>12
8.3380087s,C,12>14
8.3380087s,S,12>14
8.3380087s,C,14>12
8.3380087s,C,12>14
8.3380087s,C,14>12
8.3380087s,C,12>14
8.3380087s,C,14>12
8.3390091s,S,1>11
8.3410097s,S,16>17
8.3420098s,S,1>29
8.3430102s,S,15>1
8.3440106s,S,1>9
8.3440106s,D,27>12
8.3440106s,S,27>12
8.3460109s,S,39>0
8.3460109s,S,18>1
8.347011s,D,49>0
8.3580139s,C,0>48
8.3590144s,C,0>48
8.3590144s,C,48>0
8.3590144s,C,48>0
8.3590144s,S,12>19
8.3590144s,S,23>11
8.3590144s,S,16>15
8.3590144s,S,18>17
8.3590144s,S,11>15
8.3590144s,S,11>1
8.3590144s,S,26>17
8.3590144s,S,1>16
8.3590144s,S,0>46
8.3590144s,S,14>6
8.3590144s,S,15>22
8.3590144s,S,15>23
8.3590144s,S,6>13
8.3590144s,L,49
8.3590144s,S,7>9
8.3590144s,S,13>5
8.3590144s,S,7>17
8.3610319s,S,0>33
8.3640326s,S,20>10
8.3650327s,S,0>38
8.3660329s,S,8>17
8.3670157s,S,8>5
8.3710338s,S,7>3
8.3710338s,S,7>2
8.3710338s,S,25>12
8.3720383s,S,9>24
8.3730385s,S,15>11
8.3730385s,S,9>5
8.3750387s,S,12>10
8.3760389s,S,29>6
8.3770393s,S,8>13
8.3780394s,S,5>7
8.3780394s,S,2>11
8.3780394s,S,2>6
8.3790396s,S,6>14
8.3800397s,S,1>18
8.3820402s,S,0>1
8.3830404s,S,18>7
8.3830404s,S,12>5
8.3830404s,S,5>12
8.3830404s,S,22>26
8.3851438s,S,8>7
8.3870412s,S,1>17
8.3890417s,S,18>11
8.3890417s,D,24>17
8.3890417s,S,24>17
8.391042s,S,8>18
8.391042s,S,18>1
8.391042s,S,18>14
8.391042s,S,27>17
8.391042s,S,8>6
8.391042s,S,1>8
8.391042s,S,1>11
8.3930426s,S,12>25
8.3940427s,D,6>18
8.3940427s,S,6>18
8.3960429s,S,16>24
8.3970434s,S,41>0
8.400023s,S,11>12
8.400023s,S,12>28
8.400023s,S,7>11
8.401026s,D,26>24
8.401026s,S,26>24
8.4030447s,S,8>12
8.4030447s,S,18>8
8.4030447s,S,7>4
8.4040449s,S,11>7
8.4040449s,S,16>14
8.405045s,S,26>22
8.405045s,S,23>11
8.4080457s,S,12>27
8.4090458s,S,0>30
8.4160271s,S,7>18
8.4160271s,S,1>12
8.4160271s,S,22>11
8.4160271s,S,1>6
8.4180285s,S,16>7
8.4180285s,S,0>39
8.4180285s,S,16>13
8.4200455s,S,16>2
8.4200455s,S,20>0
8.4200455s,S,16>1
8.4200455s,S,20>11
8.4200455s,S,16>18
8.4221378s,D,0>25
8.4221378s,S,1>9
8.4221378s,S,8>11
8.4221378s,C,0>45
8.4221378s,S,0>25
8.4221378s,C,0>45
8.4221378s,C,45>0
8.4221378s,C,45>0
8.4250333s,S,2>14
8.4250333s,S,22>16
8.4250333s,S,22>15
8.4310296s,S,1>18
8.4340321s,S,15>8
8.4340321s,S,1>8
8.4340321s,S,18>1
8.4360315s,S,1>15
8.4360315s,S,8>13
8.4360315s,S,2>7
8.4360315s,S,12>19
8.4360315s,S,8>7
8.4360315s,S,19>12
8.4360315s,S,1>16
8.4360315s,S,12>18
8.4390327s,S,18>5
8.4400352s,S,0>41
8.4400352s,S,5>13
8.4410365s,S,7>9
8.4410365s,S,7>3
8.4410365s,S,24>9
8.4430344s,S,8>17
8.4430344s,S,5>6
8.4440337s,S,27>12
8.4450338s,D,13>9
8.4450338s,S,6>3
8.4450338s,S,0>46
8.4450338s,S,13>9
8.4460342s,S,7>5
8.4491821s,S,16>25
8.451034s,D,7>14
8.451034s,C,7>12
8.451034s,S,7>14
8.451034s,C,7>12
8.451034s,C,12>7
8.451034s,C,12>7
8.4530557s,S,11>8
8.4540558s,S,11>12
8.4560564s,S,7>17
8.4560564s,S,8>9
8.4560564s,S,18>14
8.4580566s,D,11>9
8.4580566s,S,11>9
8.4600569s,S,25>9
8.4600569s,S,25>12
8.4620985s,S,7>16
8.4620985s,S,20>10
8.4620985s,S,6>7
8.464058s,S,15>16
8.464058s,S,11>13
8.464058s,S,8>11
8.464058s,S,15>11
8.4650581s,D,50>0
8.4650581s,S,16>20
8.4650581s,C,0>41
8.4650581s,C,41>0
8.4910612s,C,41>0
8.4650581s,C,0>41
8.4910612s,S,38>0
8.4910612s,S,9>13
8.4910612s,S,0>20
8.4910612s,L,50
8.4910612s,S,26>0
8.4910612s,S,2>11
8.4910612s,S,7>4
8.4910612s,S,17>24
8.4910612s,D,40>0
8.4910612s,S,8>18
8.4920441s,S,12>28
8.4920441s,S,1>8
8.4920441s,S,1>9
8.4920441s,S,15>24
8.4910612s,S,27>17
8.4920441s,S,5>9
8.4910612s,S,16>8
8.4920441s,S,12>5
8.4920441s,S,1>18
8.4920441s,S,40>0
8.4920441s,S,15>22
8.4920441s,S,12>25
8.4920441s,S,22>17
8.4920441s,S,5>18
8.4920441s,C,0>20
8.4920441s,C,0>20
8.4920441s,C,20>0
8.4920441s,C,20>0
8.4970655s,S,8>2
8.4970655s,S,8>20
8.4990658s,D,13>26
8.4990658s,S,18>15
8.4990658s,S,13>26
8.5011361s,S,8>13
8.5030666s,D,29>8
8.5030666s,C,8>7
8.5030666s,C,7>8
8.5030666s,C,8>7
8.5030666s,S,29>8
8.5030666s,C,7>8
8.5050669s,S,16>13
8.5050669s,S,16>17
8.5050669s,S,39>0
8.5070674s,D,14>22
8.5070674s,S,9>11
8.5070674s,S,14>22
8.5090677s,S,11>5
8.5090677s,D,24>11
8.5090677s,S,18>6
8.5090677s,S,24>26
8.5090677s,S,26>24
8.5090677s,C,11>22
8.5090677s,S,24>11
8.5090677s,C,11>22
8.5090677s,C,22>11
8.5090677s,C,22>11
8.5110682s,S,16>11
8.5120687s,S,18>12
8.514049s,S,6>13
8.514049s,S,6>14
8.5150503s,D,28>14
8.5150503s,S,28>14
8.5160498s,S,13>5
8.5170491s,S,8>9
8.5180498s,S,0>39
8.5180498s,S,0>33
8.5200507s,D,11>14
8.5200507s,S,11>2
8.5200507s,C,11>20
8.5200507s,S,11>14
8.5200507s,C,20>11
8.5200507s,C,11>20
8.5200507s,C,20>11
8.5220509s,S,0>1
8.5220509s,S,20>8
8.5240685s,S,1>9
8.5240685s,S,8>11
8.5240685s,S,16>15
8.5240685s,S,18>16
8.5240685s,S,11>8
8.5240685s,S,16>26
8.5270692s,S,16>12
8.5270692s,S,1>11
8.53107s,S,29>1
8.53107s,S,8>16
8.53107s,S,0>34
8.53107s,S,8>29
8.5330538s,S,24>15
8.5330538s,S,7>6
8.5350526s,D,12>20
8.5350526s,S,8>10
8.5350526s,S,8>1
8.5350526s,S,12>20
8.5370543s,S,7>18
8.5370543s,S,1>18
8.5370543s,S,11>7
8.5380548s,S,16>14
8.5380548s,D,6>15
8.5380548s,S,6>15
8.540072s,S,5>13
8.540072s,S,15>7
8.540072s,S,12>17
8.540072s,S,2>14
8.540072s,S,12>8
8.540072s,S,1>16
8.542055s,S,25>16
8.542055s,S,18>7
8.542055s,S,26>13
8.545056s,S,27>12
8.545056s,S,18>8
8.5490577s,S,12>11
8.5490577s,S,7>4
8.5490577s,S,22>9
8.5510764s,D,16>0
8.5510764s,S,1>0
8.5510764s,S,1>15
8.5510764s,C,0>30
8.5510764s,C,16>1
8.5510764s,C,30>0
8.5510764s,S,16>0
8.5510764s,C,1>16
8.5510764s,C,0>30
8.5510764s,C,30>0
8.5510764s,C,16>1
8.5510764s,C,1>16
8.5530778s,D,13>22
8.5530778s,C,13>10
8.5530778s,C,10>13
8.5530778s,S,13>22
8.5530778s,C,13>10
8.5530778s,C,10>13
8.5550781s,S,1>16
8.5550781s,S,14>7
8.5570578s,S,22>16
8.5580588s,S,8>2
8.5580588s,S,11>17
8.5590792s,S,16>22
8.5620796s,S,25>9
8.5640802s,D,41>0
8.5640802s,D,51>0
8.5640802s,S,7>2
8.5640802s,S,11>9
8.5640802s,S,7>16
8.5640802s,C,0>39
8.5640802s,S,41>0
8.5640802s,C,39>0
8.5640802s,C,0>39
8.5770801s,C,39>0
8.5770801s,C,0>42
8.5770801s,D,3>8
8.5770801s,C,42>0
8.5770801s,C,42>0
8.5770801s,L,51
8.5770801s,S,3>8
8.5770801s,S,0>26
8.5770801s,S,5>11
8.5770801s,S,8>14
8.5770801s,S,7>10
8.5770801s,C,0>42
8.5770801s,S,25>0
8.5770801s,S,11>18
8.5770801s,S,29>1
8.5770801s,S,8>12
8.5770801s,S,1>29
8.5770801s,C,8>17
8.5770801s,C,17>8
8.5770801s,C,17>8
8.5770801s,C,8>17
8.5790836s,S,12>13
8.5790836s,S,6>8
8.5810838s,S,25>12
8.5830844s,S,18>2
8.5850644s,D,29>17
8.5850644s,S,29>17
8.5860848s,S,1>18
8.5890855s,S,14>11
8.5890855s,S,11>24
8.5900859s,S,14>28
8.5920862s,S,16>17
8.5920862s,S,22>14
8.5920862s,S,14>18
8.5940864s,S,12>10
8.5940864s,S,12>8
8.5940864s,S,13>7
8.5960665s,S,18>17
8.5960665s,D,0>18
8.5960665s,C,0>50
8.5960665s,C,0>50
8.5960665s,C,50>0
8.5960665s,C,50>0
8.5960665s,S,0>18
8.5970695s,S,26>16
8.5970695s,S,12>28
8.5970695s,S,26>0
8.5970695s,S,12>5
8.5970695s,S,26>13
8.5970695s,S,24>26
8.5970695s,S,11>15
8.5980875s,S,12>18
8.5990877s,S,7>1
8.5990877s,S,18>5
8.5990877s,S,11>13
8.6010853s,S,15>23
8.6040889s,S,16>20
8.6040889s,S,8>16
8.6040889s,S,5>6
8.6060889s,D,28>16
8.6060889s,S,8>1
8.6060889s,C,16>0
8.6060889s,S,28>16
8.6060889s,C,0>16
8.6060889s,C,16>0
8.6060889s,C,0>16
8.6080894s,S,13>1
8.6080894s,S,22>13
8.6080894s,S,12>19
8.6080894s,S,16>28
8.61009s,S,11>1
8.61009s,S,16>13
8.61009s,S,13>15
8.6110901s,S,6>4
8.6110901s,S,20>8
8.6130907s,S,29>9
8.6130907s,D,24>22
8.6130907s,S,24>22
8.6150736s,S,0>1
8.6150736s,S,16>8
8.6160738s,D,19>16
8.6160738s,C,16>7
8.6160738s,C,16>7
8.6160738s,S,19>16
8.6160738s,C,7>16
8.6160738s,C,7>16
8.6190727s,S,11>10
8.6190727s,S,8>5
8.6190727s,S,11>18
8.6190727s,S,8>3
8.6200728s,S,7>16
8.6220898s,S,29>6
8.6220898s,S,17>29
8.6270758s,S,12>17
8.6270758s,S,5>7
8.6270758s,S,5>13
8.6270758s,S,7>2
8.6270758s,S,6>14
8.6270758s,S,7>5
8.6280768s,D,3>29
8.6280768s,S,3>29
8.6290769s,S,8>6
8.6310948s,S,18>12
8.6310948s,S,0>40
8.6310948s,S,15>13
8.6360773s,D,30>26
8.6360773s,S,30>26
8.640076s,S,18>8
8.640076s,S,11>2
8.640076s,S,8>12
8.6410782s,S,7>17
8.6410782s,S,7>6
8.6450805s,S,0>38
8.6450805s,S,20>12
8.6470807s,S,13>18
8.6470807s,S,15>7
8.6470807s,S,13>14
8.6470807s,S,15>24
8.6470807s,S,12>10
8.6470807s,S,1>13
8.6470807s,S,12>25
8.6500785s,S,12>16
8.6500785s,S,0>41
8.6510816s,S,1>6
8.6510816s,S,1>11
8.6510816s,S,16>24
8.6510816s,S,22>17
8.6510816s,S,1>15
