t,c,d
13.4004729s,S,12>4:50
13.4014734s,S,10>3:50
13.4014734s,S,10>13:50
13.4054742s,S,9>1:50
13.4054742s,S,12>6:50
13.4124757s,S,2>7:50
13.4154761s,S,0>1:50
13.4154761s,S,10>12:52
13.4154761s,S,10>0:50
13.4224779s,S,7>12:50
13.4224779s,S,7>1:50
13.4244784s,S,6>10:50
13.4264793s,S,0>4:50
13.4274882s,S,3>6:50
13.4314793s,S,6>3:50
13.4314793s,S,9>6:50
13.4314793s,S,10>7:50
13.4334802s,S,14>8:52
13.435481s,S,5>8:50
13.4364817s,S,10>1:50
13.4434824s,S,10>6:50
13.4564858s,S,12>1:50
13.4564858s,S,12>4:51
13.5054963s,S,12>3:50
13.5054963s,S,3>9:50
13.5225003s,S,7>6:50
13.5355031s,S,10>11:50
13.5355031s,S,8>11:50
13.5355031s,S,14>8:50
13.5355031s,S,10>13:50
13.5375037s,S,7>0:50
13.5405044s,S,0>15:52
13.5415051s,S,15>0:50
13.5415051s,S,0>12:50
13.5415051s,S,0>9:50
13.5415051s,S,0>2:50
13.5415051s,S,10>9:50
13.5535072s,S,3>12:50
13.5535072s,S,5>10:50
13.5535072s,S,9>4:50
13.560509s,S,12>2:50
13.560509s,S,6>7:50
13.560509s,S,3>9:50
13.560509s,S,6>11:50
13.5635115s,S,12>0:50
13.56551s,S,12>11:51
13.56551s,S,4>12:52
13.5685106s,D,16>13:14000000
13.5685106s,S,16>13:51
13.5725117s,S,0>8:50
13.5725117s,S,8>14:50
13.5735125s,S,12>4:50
13.5755121s,S,10>5:50
13.578514s,S,10>4:50
13.5845145s,S,9>7:50
13.5855146s,S,10>12:50
13.5855146s,S,10>11:50
13.5935171s,S,14>0:50
13.6035193s,S,3>11:50
13.6035193s,S,3>12:50
13.6165227s,S,11>12:52
13.6205233s,S,12>7:50
13.6205233s,S,12>2:51
13.623524s,S,8>0:50
13.6245244s,S,9>2:50
13.6245244s,S,10>7:50
13.6295244s,S,12>1:50
13.6365262s,S,10>12:50
13.6365262s,S,10>0:50
13.6385277s,S,16>0:51
13.6385277s,S,13>16:52
13.6395275s,S,7>2:50
13.6405279s,S,5>11:50
13.6425282s,S,7>4:50
13.6435283s,S,0>5:50
13.6435283s,S,0>1:50
13.6445287s,S,3>14:50
13.6505298s,S,6>12:50
13.6525301s,S,0>6:50
13.6545306s,S,3>11:50
13.6545306s,S,11>3:51
13.660532s,S,10>8:50
13.6615327s,S,9>5:50
13.6645334s,S,12>9:50
13.6665337s,S,12>3:50
13.6675344s,S,6>9:50
13.6815379s,S,2>12:52
13.6815379s,S,0>15:50
13.6815379s,S,10>2:50
13.6815379s,S,12>0:50
13.6825387s,S,15>13:50
13.6825387s,S,15>0:50
13.6875399s,S,12>10:50
13.6915501s,S,13>10:51
13.6955506s,S,3>11:52
13.7025524s,D,11>13:7000000
13.7025524s,S,12>8:50
13.7025524s,S,12>9:51
13.7025524s,S,11>13:51
13.7045427s,S,14>3:50
13.7045427s,S,7>5:50
13.7055528s,S,3>14:50
13.7055528s,S,8>4:50
13.7075533s,S,7>9:50
13.7185451s,S,12>4:50
13.7295477s,S,10>9:50
13.7295477s,S,5>12:50
13.7295477s,S,13>9:51
13.7295477s,S,10>0:50
13.7295477s,S,10>13:52
13.7345592s,S,10>1:50
13.7345592s,S,10>2:50
13.7345592s,S,0>2:50
13.7355596s,S,9>3:50
13.7385603s,S,11>6:51
13.7385603s,S,9>12:52
13.7385603s,S,13>11:52
13.7445617s,S,6>10:50
13.7445617s,S,8>2:50
13.7465619s,S,12>8:51
13.7465619s,S,12>11:50
13.7505628s,S,7>11:50
13.7515632s,S,13>15:51
13.7515632s,S,9>13:52
13.7525633s,S,6>5:50
13.7565641s,S,10>5:50
13.7625549s,S,9>10:50
13.7665666s,S,16>0:50
13.7665666s,S,13>9:50
13.7665666s,S,0>16:52
13.7685672s,S,3>0:50
13.774558s,S,13>16:50
13.7755581s,S,12>1:50
13.7775592s,S,10>11:50
13.7775592s,S,11>2:50
13.7855609s,S,8>9:50
13.7865604s,S,12>9:50
13.7865604s,S,10>1:50
13.7865604s,S,12>0:50
13.7885715s,S,12>8:50
13.7885715s,S,8>12:52
13.7905618s,S,9>13:50
13.7945635s,S,0>6:50
13.7945635s,S,0>7:50
13.7965734s,D,4>14:13000000
13.7965734s,S,4>14:51
13.798574s,S,12>6:50
13.8025748s,S,8>5:50
13.8085762s,S,7>3:50
13.8105767s,S,6>11:51
13.8195785s,S,10>12:50
13.8205789s,S,10>9:50
13.8225707s,S,0>10:50
13.8255705s,S,15>13:50
13.8265712s,S,5>0:50
13.8275707s,S,12>7:50
13.8285714s,S,10>3:50
13.8295716s,S,12>8:50
13.8295716s,S,12>11:50
13.8295716s,S,12>1:50
13.830572s,S,11>9:50
13.832572s,S,11>4:51
13.8385827s,S,0>9:50
13.8395831s,S,13>15:50
13.8465846s,S,10>8:50
13.8465846s,S,13>11:50
13.8465846s,S,13>16:51
13.8485852s,S,10>5:50
13.8575872s,S,11>6:50
13.8635886s,S,14>4:52
13.8655889s,S,7>8:50
13.8705901s,S,10>6:50
13.8725801s,D,4>13:8000000
13.8725801s,S,10>0:50
13.8725801s,S,4>13:51
13.8785818s,S,11>8:51
13.8785818s,S,10>2:50
13.8785818s,S,4>11:52
13.8805823s,S,12>3:50
13.8805823s,S,8>1:50
13.8805823s,S,12>11:50
13.8835839s,S,13>0:50
13.8885942s,S,12>9:50
13.8905854s,S,6>1:50
13.8935954s,S,16>13:50
13.8935954s,S,16>0:50
13.8945956s,S,12>10:50
13.9005876s,S,12>2:50
13.9005876s,S,12>6:50
13.9015906s,S,0>12:50
13.9045878s,S,6>12:51
13.9045878s,S,6>11:52
13.9115884s,S,11>7:51
13.9115884s,S,8>11:52
13.913589s,S,8>7:50
13.913589s,S,15>13:52
13.9145894s,S,13>4:52
13.9165893s,S,0>15:50
13.9165893s,S,0>16:50
13.9196012s,D,2>14:14000000
13.9196012s,S,2>14:51
13.9265927s,S,13>16:50
13.9285927s,S,12>8:50
13.9295931s,D,13>12:9000000
13.9295931s,S,13>12:51
13.9325941s,S,12>4:50
13.9336042s,S,4>6:50
13.9346046s,S,10>8:50
13.9375953s,D,7>14:15000000
13.9375953s,S,0>7:50
13.9375953s,S,7>14:51
13.9445971s,S,11>5:50
13.9476074s,S,12>0:50
13.950599s,S,11>4:50
13.950599s,S,11>6:52
13.9576s,S,4>7:50
13.9586101s,S,8>3:50
13.9616107s,S,10>4:50
13.9616107s,S,12>7:50
13.9646017s,S,10>9:50
13.9646017s,S,5>6:50
13.9676024s,S,16>13:52
13.9686029s,S,10>2:50
13.9696036s,S,13>10:50
13.9716032s,S,12>11:50
13.9716032s,S,7>11:52
13.9766042s,S,12>13:52
13.9826056s,S,6>3:50
13.9846064s,D,11>14:12000000
13.9846064s,S,11>14:51
13.9876053s,D,13>14:11000000
13.9876053s,S,13>14:51
13.9896062s,S,12>8:50
13.9906066s,S,8>6:50
13.9906066s,S,14>2:52
13.9926071s,S,10>5:50
13.9956078s,S,6>11:50
13.9956078s,S,11>9:50
13.996608s,S,11>7:50
13.9996089s,D,2>13:9000000
13.9996089s,S,13>11:50
13.9996089s,S,13>0:50
13.9996089s,S,2>13:51
14.0046099s,S,0>1:50
14.0046099s,S,12>6:50
14.0046099s,S,12>2:50
14.0066107s,S,13>9:50
14.0086107s,S,10>7:50
14.0146118s,S,14>7:52
14.0156122s,D,1>13:7000000
14.0156122s,S,1>13:51
14.0176125s,S,4>9:50
14.0206143s,S,10>1:50
14.0226149s,S,12>5:50
14.0246145s,D,7>13:10000000
14.0246145s,S,7>13:51
14.0266151s,D,6>13:17000000
14.0266151s,S,11>0:50
14.0266151s,S,6>13:51
14.0286159s,S,13>15:50
14.0286159s,S,12>10:50
14.0296161s,S,12>11:50
14.0296161s,S,4>8:50
14.0306165s,S,11>10:50
14.0396171s,S,16>13:50
14.0406178s,S,11>6:50
14.0406178s,S,6>2:50
14.0426178s,S,0>11:50
14.0446183s,S,13>14:50
14.0446183s,S,13>11:51
14.0446183s,S,14>13:52
14.0456187s,S,0>9:50
14.0456187s,S,14>11:52
14.0456187s,S,13>2:52
14.0496204s,S,4>12:50
14.0496204s,S,12>9:50
14.0506214s,S,13>1:52
14.0546302s,S,11>3:50
14.0587312s,S,0>10:50
14.0587312s,S,0>15:51
14.061624s,S,2>11:50
14.0626321s,D,1>14:12000000
14.0626321s,S,1>14:51
14.0646408s,S,4>10:50
14.0666259s,D,2>15:20000000
14.0666259s,S,2>15:51
14.0666259s,S,10>13:50
14.0686414s,S,12>7:50
14.0726255s,S,8>10:50
14.0736259s,S,11>8:50
14.0736259s,S,6>7:50
14.0756259s,S,13>7:52
14.079627s,S,10>8:50
14.0816266s,S,11>13:52
14.0876283s,S,13>10:50
14.0876283s,S,1>10:50
14.0876283s,S,12>8:50
14.0876283s,S,13>0:50
14.0876283s,S,6>12:50
14.0906302s,S,7>2:50
14.0936308s,S,2>7:50
14.0956396s,S,0>2:50
14.0966397s,D,7>15:21000000
14.0966397s,S,7>15:51
14.0996404s,S,5>7:50
14.101641s,S,13>1:50
14.1036321s,S,8>12:50
14.1036321s,S,13>12:50
14.1066331s,S,12>2:50
14.1066331s,S,4>0:50
14.1066331s,S,11>12:50
14.1066331s,S,12>6:52
14.1126351s,S,4>11:50
14.1126351s,S,2>14:50
14.1146356s,S,13>6:52
14.1196366s,S,11>5:50
14.1196366s,S,11>13:50
14.1196366s,S,13>16:50
14.1216374s,S,12>5:50
14.1256376s,S,14>1:52
14.1266381s,S,7>0:50
14.1286392s,S,1>14:50
14.1286392s,S,12>11:50
14.1326383s,S,11>4:50
14.1336384s,S,0>13:50
14.1376489s,S,12>10:50
14.1396497s,S,13>9:50
14.1427785s,S,6>8:50
14.1427785s,D,6>15:28000000
14.1427785s,S,6>15:51
14.1446422s,D,1>15:18000000
14.1446422s,S,1>15:51
14.1506424s,S,0>16:50
14.1506424s,S,13>14:50
14.1556436s,S,11>0:50
14.1556436s,S,11>13:50
14.1576442s,S,7>11:50
14.1586443s,S,2>8:50
14.1586443s,S,4>14:50
14.1616456s,S,13>15:50
14.1686471s,S,12>7:50
14.1686471s,S,15>2:52
14.1736486s,S,13>0:50
14.1736486s,S,13>10:50
14.1776488s,S,11>7:50
14.1836502s,S,2>13:50
14.1866515s,S,1>6:50
14.1896515s,S,12>0:50
14.1906529s,S,13>11:50
14.1906529s,S,13>16:50
14.1926519s,S,11>8:50
14.1926519s,S,1>0:50
14.1956541s,D,3>13:7000000
14.1956541s,S,3>13:51
14.1986557s,S,2>10:50
14.1996561s,S,0>5:50
14.2006571s,S,15>0:52
14.2006571s,S,0>15:50
14.2006571s,S,6>0:50
14.2026553s,S,4>8:50
14.2026553s,S,5>9:50
14.2046553s,S,15>7:52
14.2066564s,S,13>1:50
14.2066564s,S,11>10:50
14.208657s,S,12>6:50
14.2166583s,S,7>14:50
14.2196581s,S,0>14:50
14.2196581s,S,0>13:51
14.2246599s,S,4>13:50
14.2266596s,S,11>12:50
14.2276606s,S,13>4:50
14.2316617s,S,13>3:52
14.2316617s,S,7>5:50
14.2316617s,S,2>7:50
14.2336617s,S,11>3:50
14.2346621s,S,15>1:52
14.2366624s,S,14>3:51
14.2366624s,S,12>10:50
14.2386632s,S,4>10:50
14.2406629s,D,9>14:9000000
14.2406629s,S,9>14:51
14.2446637s,S,13>7:50
14.2466651s,S,11>13:50
14.2466651s,S,11>1:50
14.2466651s,S,11>0:50
14.248666s,S,13>12:50
14.2506653s,S,2>11:50
14.2616677s,S,13>10:50
14.2616677s,S,13>11:50
14.2656688s,S,4>0:50
14.2666692s,S,3>0:50
14.269669s,S,2>10:50
14.27067s,S,13>2:50
14.2746711s,S,11>2:50
14.2766714s,S,11>14:50
14.2776721s,S,0>8:50
14.2776721s,S,1>7:50
14.282673s,S,1>8:50
14.2846727s,S,4>11:50
14.2846727s,S,15>6:52
14.2866733s,S,11>5:50
14.2866733s,S,11>1:50
14.2876734s,S,12>5:50
14.2886738s,S,14>9:52
14.2916745s,S,12>9:50
14.2926755s,S,7>1:50
14.2956753s,S,13>9:50
14.2966757s,S,14>4:51
14.2966757s,S,3>14:52
14.2986769s,S,2>8:50
14.2986769s,S,13>16:50
14.2986769s,S,13>4:50
14.2986769s,S,13>11:50
14.3006771s,S,2>14:50
14.3036781s,D,9>15:15000000
14.3036781s,S,9>15:51
14.3066873s,D,6>14:22000000
14.3066873s,S,13>0:52
14.3066873s,S,6>14:51
14.3106884s,S,12>2:50
14.3106884s,S,12>6:50
14.3126887s,S,7>4:50
14.3136888s,S,1>9:50
14.3166813s,S,13>6:50
14.31869s,S,13>15:50
14.3216907s,S,2>11:50
14.3306846s,S,0>3:50
14.3306846s,S,11>8:50
14.3306846s,S,0>14:51
14.3316847s,S,4>14:50
14.3336849s,S,7>8:50
14.3336849s,S,1>7:50
14.3376846s,S,11>1:50
14.338685s,D,10>16:15000000
14.338685s,S,10>16:51
14.3396854s,S,2>10:50
14.3416857s,S,6>2:50
14.3416857s,S,13>9:50
14.3416857s,S,0>10:50
14.3416857s,S,1>9:50
14.3416857s,S,6>0:50
14.3416857s,S,13>4:50
14.3416857s,S,1>11:50
14.3486881s,S,7>6:50
14.359691s,S,3>9:50
14.3616906s,S,4>7:50
14.3616906s,S,0>11:50
14.3626905s,S,11>12:50
14.3656915s,S,14>2:51
14.3686936s,D,5>15:27000000
14.3686936s,S,5>15:51
14.370693s,S,13>11:50
14.3726938s,S,12>7:50
14.3726938s,S,11>10:50
14.3726938s,S,11>5:50
14.3726938s,S,2>13:50
14.3726938s,S,2>14:50
14.373694s,S,7>3:50
14.3776936s,S,11>1:50
14.3776936s,S,11>9:50
14.3796942s,S,7>10:50
14.3806943s,S,9>15:50
14.3806943s,S,15>9:52
14.383695s,S,13>2:50
14.383695s,S,1>11:50
14.383695s,S,1>12:50
14.3846966s,S,12>5:50
14.3856967s,S,3>12:50
14.3896966s,S,2>12:50
14.3906968s,S,1>9:50
14.3987081s,S,4>13:50
14.3987081s,S,4>14:52
14.4017087s,S,13>0:50
14.4047094s,S,13>16:50
14.4047094s,S,13>15:50
14.4047094s,S,11>6:50
14.40671s,S,13>4:50
14.4127023s,S,12>2:50
14.4137115s,S,11>8:50
14.4137115s,S,11>14:50
14.4137115s,S,16>10:52
14.4197032s,S,2>0:50
14.4217043s,S,14>6:52
14.4247059s,S,0>4:50
14.4247059s,S,1>11:50
14.4247059s,S,4>9:50
14.4247059s,S,0>3:50
14.4267061s,D,10>14:12000000
14.4267061s,S,10>14:51
14.4307078s,S,7>13:50
14.4327075s,S,0>16:50
14.4367083s,S,1>13:50
14.4367083s,S,1>12:50
14.4367083s,S,14>1:51
14.4377084s,S,3>11:50
14.4377084s,S,7>12:50
14.4407088s,S,4>6:50
14.4407088s,S,12>10:50
14.4437186s,S,6>3:50
14.4437186s,S,14>0:52
14.4457098s,S,11>12:50
14.4457098s,S,2>13:50
14.4457098s,S,2>14:52
14.4497106s,D,8>15:16000000
14.4497106s,S,8>15:51
14.4507107s,S,13>2:50
14.4537114s,S,0>13:50
14.4547115s,S,7>8:50
14.4567133s,S,4>12:50
14.4577134s,S,9>2:50
14.4577134s,S,9>10:50
14.462714s,S,11>10:50
14.4747159s,S,11>2:50
14.4747159s,S,1>6:50
14.4777169s,S,13>11:50
14.478717s,S,3>14:50
14.480717s,S,7>15:50
14.4837177s,S,6>4:50
14.4837177s,S,12>1:50
14.4837177s,S,12>5:50
14.4837177s,S,6>0:50
14.4857185s,S,9>13:50
14.4867186s,S,14>10:52
14.4877188s,S,1>13:50
14.4877188s,S,13>10:50
14.4877188s,S,13>0:50
14.4877188s,S,1>12:50
14.4917196s,S,12>0:50
14.4917196s,S,2>7:50
14.4917196s,S,13>12:50
14.4917196s,S,10>12:50
14.4947203s,S,9>5:50
14.4967208s,S,13>6:50
14.4967208s,S,1>14:52
14.4997215s,S,11>4:50
14.4997215s,S,11>6:50
14.4997215s,S,7>10:50
14.5027222s,S,7>9:50
14.5027222s,S,11>0:50
14.5037223s,S,15>5:52
14.5047224s,D,10>15:18000000
14.5047224s,S,10>15:51
14.5057232s,S,9>12:50
14.5117239s,D,14>12:14000000
14.5117239s,S,14>12:51
14.5137245s,S,13>4:50
14.520736s,D,5>13:16000000
14.520736s,S,2>6:50
14.520736s,S,2>0:50
14.520736s,S,5>13:51
14.5227274s,S,1>0:50
14.5227274s,S,0>4:50
14.5227274s,S,0>8:50
14.5257281s,S,11>9:50
14.5317295s,S,15>8:52
14.5337303s,S,12>3:50
14.5357391s,S,6>9:50
14.5377305s,D,8>13:5000000
14.5377305s,S,13>14:50
14.5377305s,S,13>12:50
14.5377305s,S,8>13:51
14.5407309s,S,0>14:50
14.5407309s,S,3>13:50
14.5407309s,S,1>13:50
14.5417314s,S,15>1:51
14.5427315s,S,10>14:50
14.5437319s,S,9>11:50
14.546732s,S,7>4:50
14.546732s,S,11>7:50
14.549733s,S,10>8:50
14.5557346s,S,7>12:50
14.5557346s,S,0>15:50
14.5577358s,S,13>2:50
14.5577358s,S,2>8:50
14.5597358s,S,0>16:51
14.562737s,S,13>8:52
14.5657383s,S,9>3:50
14.5657383s,S,1>7:50
14.5697394s,S,9>14:50
14.5747392s,S,13>10:50
14.5767485s,S,3>6:50
14.5767485s,S,1>6:50
14.5807397s,S,10>2:50
14.5807397s,S,6>3:50
14.5827402s,S,14>13:51
14.5827402s,S,12>14:52
14.5847408s,S,12>4:50
14.5847408s,S,13>9:50
14.5857409s,S,7>1:50
14.5897514s,S,8>10:50
14.5917528s,S,11>4:50
14.5917528s,S,12>9:50
14.5917528s,S,11>6:50
14.5937431s,S,9>8:50
14.5947435s,S,11>13:50
14.5947435s,S,13>14:50
14.5977445s,S,15>10:52
14.5987446s,S,2>9:50
14.6017447s,S,13>5:52
14.603745s,S,11>3:50
14.6047454s,S,13>6:50
14.6067457s,S,13>15:50
14.6067457s,S,10>0:50
14.6097475s,S,7>3:50
14.6107483s,S,9>4:50
14.6107483s,S,13>16:50
14.6137484s,S,6>13:50
14.6137484s,S,8>13:50
14.6157495s,S,9>0:50
14.6157495s,S,1>8:50
14.6197512s,S,0>8:50
14.6207537s,S,7>0:50
14.6227507s,D,5>14:21000000
14.6227507s,S,5>14:51
14.6227507s,S,8>12:50
14.6237535s,S,2>6:50
14.6257517s,S,6>2:50
14.6257517s,S,6>0:50
14.6307514s,S,12>5:50
14.6307514s,S,11>8:50
14.6337533s,S,15>8:51
14.6337533s,S,1>15:52
14.6347534s,S,10>1:50
14.6357536s,S,2>12:50
14.6357536s,S,2>9:50
14.6377544s,S,11>7:50
14.6377544s,S,14>8:51
14.6407554s,S,8>7:50
14.6407554s,S,5>7:50
14.6417555s,S,7>6:50
14.6427574s,S,9>7:50
14.644755s,S,11>2:50
14.6467556s,S,1>10:50
14.650757s,S,0>3:50
14.6527578s,S,13>1:50
14.6527578s,S,13>14:52
14.6547578s,S,14>2:50
14.6627582s,S,11>12:50
14.6647609s,S,8>4:50
14.6677598s,S,7>13:50
14.6687628s,S,3>7:50
14.6687628s,S,1>8:50
14.6707625s,S,6>7:50
14.6777623s,S,10>4:50
14.6827638s,S,11>4:50
14.6827638s,S,5>0:50
14.6857642s,S,9>10:50
14.6857642s,S,16>0:52
14.6887643s,S,1>14:50
14.6887643s,S,8>3:50
14.6887643s,S,10>8:50
14.6897647s,S,14>11:51
14.6897647s,S,8>14:52
14.6907651s,S,9>1:50
14.6907651s,S,13>7:50
14.6917652s,S,13>0:50
14.6917652s,S,13>12:50
14.6937664s,S,11>3:50
14.6957672s,S,11>5:50
14.6967674s,S,0>9:50
14.6987667s,S,2>15:50
14.6987667s,S,2>12:50
14.6997669s,S,10>9:50
14.6997669s,S,6>4:50
14.700767s,S,8>2:50
14.7017674s,S,1>10:50
14.7017674s,S,0>11:50
14.7077688s,S,14>8:50
14.7127697s,S,9>13:50
14.7157722s,S,11>14:50
14.7157722s,S,8>15:52
14.717771s,S,9>6:50
14.7187711s,S,7>1:50
14.7197718s,S,8>6:50
14.7197718s,S,10>2:50
14.7227725s,S,10>7:50
14.7247731s,S,3>8:50
14.7257735s,S,2>9:50
14.7257735s,S,14>7:50
14.7267736s,S,10>5:50
14.7277737s,S,11>7:50
14.7277737s,S,6>3:50
14.729774s,S,7>5:50
14.731774s,S,14>5:52
14.7337745s,D,15>11:18000000
14.7337745s,S,11>13:50
14.7337745s,S,9>12:50
14.7337745s,S,15>11:51
14.7367752s,S,13>14:50
14.7397768s,S,14>0:50
14.741777s,S,5>10:50
14.741777s,S,8>9:50
14.741777s,S,13>9:50
14.741777s,S,0>4:50
14.7487785s,S,1>14:50
14.7487785s,S,1>15:50
14.7507794s,S,7>2:50
14.7557797s,S,3>10:50
14.7577806s,S,14>9:50
14.7577806s,S,8>11:50
14.7627821s,S,13>15:50
14.7677831s,S,6>2:50
14.7697842s,S,11>2:50
14.7697842s,S,9>11:50
14.7717839s,S,10>1:50
14.7717839s,S,0>16:50
14.7747837s,S,7>6:50
14.7757844s,S,6>9:50
14.7757844s,S,11>1:50
14.7757844s,S,11>14:52
14.7777844s,S,13>10:50
14.7787854s,S,10>16:50
14.7827859s,S,11>10:50
14.7837866s,S,11>3:50
14.7867873s,D,16>14:19000000
14.7867873s,S,16>14:51
14.7887884s,S,12>14:51
14.7917885s,S,13>1:50
14.7937882s,S,9>15:50
14.7937882s,S,0>13:50
14.7947889s,S,6>8:50
14.7967903s,S,8>15:50
14.7967903s,S,9>14:50
14.7987906s,S,2>15:50
14.7987906s,S,2>0:50
14.8007897s,S,8>14:50
14.8027911s,S,14>13:50
14.8027911s,S,14>7:51
14.8027911s,S,14>6:50
14.8117923s,S,10>4:50
14.8117923s,S,0>9:50
14.8127927s,S,10>11:50
14.8177937s,S,5>6:50
14.8177937s,S,7>11:50
14.8207952s,S,11>9:50
14.8227949s,S,11>0:50
14.8247955s,S,15>2:51
14.8247955s,S,15>11:50
14.8247955s,S,11>15:52
14.8277961s,S,5>11:50
14.8277961s,S,13>7:50
14.8307965s,S,7>9:50
14.8398182s,S,5>10:50
14.8398182s,S,1>15:50
14.8427993s,S,9>0:50
14.8518013s,S,8>0:50
14.8518013s,S,14>4:50
14.852802s,S,6>10:50
14.852802s,S,6>9:50
14.8548029s,S,10>3:50
14.8558033s,S,10>15:50
14.8578039s,S,14>12:50
14.8578039s,S,10>7:50
14.8688073s,S,6>14:50
14.8708067s,S,9>2:50
14.8748087s,S,7>13:50
14.8748087s,S,7>14:50
14.8778073s,S,8>7:50
14.8788119s,D,12>16:17000000
14.8788119s,S,14>7:50
14.8788119s,S,0>14:50
14.8788119s,S,12>16:51
14.8828083s,S,7>2:50
14.8828083s,S,14>16:52
14.8828083s,S,16>12:51
14.8878095s,S,0>15:50
14.8958117s,S,10>6:50
14.8998125s,S,0>10:50
14.9028126s,S,2>6:50
14.9058139s,S,9>5:50
14.9138161s,S,10>16:50
14.9138161s,S,14>10:50
14.9148163s,S,5>12:50
14.9168177s,S,15>0:50
14.9168177s,S,15>11:50
14.9188177s,S,14>11:50
14.9188177s,S,9>1:50
14.9228173s,S,8>3:50
14.9258177s,S,5>11:50
14.9258177s,S,7>4:50
14.9268181s,S,15>7:51
14.9268181s,S,2>15:52
14.9288198s,S,6>13:50
14.92982s,S,14>3:50
14.92982s,S,14>12:52
14.9318193s,S,8>5:50
14.9318193s,S,1>0:50
14.9348209s,D,4>15:19000000
14.9348209s,S,4>15:51
14.9438221s,S,6>11:50
14.9438221s,S,6>10:50
14.9438221s,S,9>6:50
14.9478235s,S,7>11:50
14.9478235s,S,10>0:50
14.9508245s,S,7>0:50
14.9508245s,S,7>14:52
14.952825s,S,8>6:50
14.9538257s,S,5>9:50
14.955826s,S,14>13:50
14.9658273s,S,12>5:51
14.9678278s,S,16>12:52
14.9678278s,S,12>16:52
14.9758306s,S,14>5:50
14.9778315s,S,9>3:50
14.9798306s,S,16>14:50
14.9798306s,S,6>3:50
14.9798306s,S,14>8:50
14.9828313s,D,16>11:15000000
14.9828313s,S,16>11:51
14.9868318s,S,10>13:50
14.9878334s,S,7>3:50
14.9908329s,S,10>15:50
14.9908329s,S,14>1:50
14.9908329s,S,0>1:50
14.991833s,S,0>4:50
14.9998361s,S,12>4:50
15.0068364s,S,9>8:50
15.0078369s,S,8>1:50
15.0108375s,S,5>15:50
15.0128384s,S,14>12:50
15.0128384s,S,5>7:50
15.0138385s,S,6>14:50
15.0228409s,S,10>8:50
15.023841s,S,9>4:50
15.0258407s,S,5>8:50
15.0258407s,S,7>14:50
15.0258407s,S,14>0:50
15.0278418s,S,0>10:50
15.0308431s,S,14>9:50
15.0308431s,S,15>4:52
15.0338435s,S,15>9:51
15.0338435s,S,8>13:50
15.0338435s,S,7>15:52
15.0338435s,S,6>12:50
15.0338435s,S,6>11:50
15.039844s,S,8>10:50
15.039844s,S,10>9:50
15.045845s,S,11>15:51
15.046846s,D,4>16:16000000
15.046846s,S,4>16:51
15.0518484s,S,14>4:50
15.0538475s,S,10>2:50
15.0538475s,S,16>10:50
15.0558484s,S,7>5:50
15.0558484s,S,9>7:50
15.0558484s,S,12>13:50
15.0558484s,S,12>4:50
15.0578481s,S,15>2:50
15.0578481s,S,15>0:50
15.0588485s,S,8>0:50
15.0588485s,S,11>16:52
15.062849s,S,5>12:52
15.0648498s,S,10>5:50
15.0698508s,S,6>9:50
15.0708509s,D,16>9:12000000
15.0708509s,S,8>12:50
15.0708509s,S,16>9:51
15.0768526s,S,14>6:50
15.0768526s,S,16>12:50
15.0808531s,S,10>0:50
15.0808531s,S,0>2:50
15.0818532s,S,13>8:51
15.0828537s,S,14>3:50
15.0888556s,S,0>8:50
15.1028595s,S,12>5:50
15.1028595s,S,12>13:51
15.1048682s,S,10>1:50
15.1098692s,S,13>6:51
15.1098692s,S,9>15:52
15.1098692s,S,8>13:52
15.1098692s,S,15>5:51
15.1128702s,S,8>11:50
15.1148704s,S,5>6:50
15.1168707s,S,14>11:50
15.118863s,S,0>16:50
15.1248632s,S,6>4:50
15.1298656s,S,16>4:52
15.1298656s,S,4>7:50
15.1308666s,S,16>14:50
15.1328675s,S,16>10:51
15.1328675s,S,9>16:52
15.135867s,S,6>5:50
15.135867s,S,6>12:50
15.135867s,S,13>11:50
15.135867s,S,16>0:50
15.1378673s,S,11>16:51
15.1378673s,S,14>4:50
15.1378673s,S,15>11:52
15.1388674s,S,8>5:50
15.1428703s,S,7>15:50
15.1448688s,S,14>2:50
15.1448688s,S,14>3:50
15.1458689s,S,10>4:50
15.1458689s,S,6>13:50
15.1458689s,S,8>15:50
15.1478689s,S,5>13:50
15.1478689s,S,12>13:50
15.1478689s,S,13>12:52
15.1518697s,S,10>11:50
15.1578716s,S,7>8:50
15.1588718s,S,15>6:50
15.1588718s,S,5>12:50
15.1678735s,D,12>15:20000000
15.1678735s,S,12>15:51
15.1698738s,S,0>11:50
15.171874s,S,10>9:50
15.1788761s,S,14>0:50
15.1848775s,S,0>5:50
15.1868772s,D,2>16:17000000
15.1868772s,S,2>16:51
15.1878776s,S,14>10:50
15.1878776s,S,15>13:50
15.1908788s,S,4>9:50
15.1918793s,S,10>7:50
15.1918793s,S,10>12:50
15.1938789s,S,12>9:50
15.1948794s,S,12>6:50
15.1948794s,S,16>13:50
15.1958795s,S,13>3:51
15.1958795s,S,13>6:50
15.1978806s,S,10>5:50
15.2008816s,S,15>2:50
15.2028825s,S,14>11:50
15.2048815s,S,7>10:50
15.2058823s,S,7>13:51
15.2098837s,S,10>16:52
15.2118828s,S,4>7:50
15.2128832s,S,16>11:52
15.2148837s,S,8>1:50
15.2148837s,S,14>2:50
15.2148837s,S,14>7:50
15.2208857s,S,6>8:50
