t,c,d
21.0792116s,S,8>4:50
21.0792116s,S,1>12:50
21.0812122s,S,16>18:50
21.0812122s,S,0>25:51
21.0812122s,S,17>21:50
21.0832127s,S,22>24:50
21.0852124s,S,11>14:50
21.0862134s,S,1>11:50
21.0862134s,S,9>12:50
21.0862134s,S,26>8:52
21.0872135s,S,18>1:50
21.088214s,S,14>0:50
21.0912149s,S,19>16:50
21.0912149s,S,19>9:50
21.0932158s,S,9>20:50
21.0942159s,D,7>20:22000000
21.0942159s,S,12>7:50
21.0942159s,S,11>9:50
21.0942159s,C,20>26
21.0942159s,C,7>2
21.0942159s,C,20>26
21.0942159s,S,7>20:51
21.0942159s,C,26>20
21.0942159s,C,26>20
21.0942159s,C,7>2
21.0942159s,C,2>7
21.0942159s,C,2>7
21.0952166s,S,15>1:50
21.0962171s,S,2>10:50
21.0962171s,S,14>22:52
21.0972195s,S,16>21:50
21.0972195s,S,18>7:50
21.0972195s,S,18>0:50
21.0972195s,S,17>12:50
21.0992169s,S,18>21:50
21.0992169s,S,20>3:52
21.0992169s,S,3>20:50
21.0992169s,S,18>17:50
21.100217s,S,11>1:50
21.1022173s,S,24>23:51
21.1022173s,S,26>24:52
21.1042172s,S,10>23:52
21.1042172s,S,18>26:50
21.1042172s,S,18>15:50
21.1092185s,D,22>12:13000000
21.1092185s,S,21>13:50
21.1092185s,S,21>17:51
21.1092185s,S,22>12:51
21.1092185s,C,12>1
21.1092185s,C,1>12
21.1092185s,C,1>12
21.1092185s,C,12>1
21.1102189s,S,1>13:50
21.1102189s,S,10>19:50
21.1102189s,S,20>6:50
21.1122197s,S,10>9:50
21.1142197s,D,3>25:15000000
21.1142197s,S,8>26:50
21.1142197s,C,3>12
21.1142197s,D,23>18:9000000
21.1142197s,C,12>3
21.1142197s,C,12>3
21.1142197s,C,3>12
21.1142197s,S,3>25:51
21.1142197s,C,18>13
21.1142197s,C,23>9
21.1142197s,C,18>13
21.1142197s,S,23>18:51
21.1142197s,C,23>9
21.1142197s,C,9>23
21.1142197s,C,13>18
21.1142197s,C,9>23
21.1142197s,C,13>18
21.1162214s,S,22>15:50
21.1182217s,S,23>10:50
21.1182217s,S,23>13:50
21.1182217s,S,17>2:50
21.1182217s,S,17>6:50
21.1182217s,S,5>15:50
21.1192218s,S,11>22:50
21.1212215s,S,2>21:50
21.1212215s,S,9>11:50
21.1212215s,S,8>1:50
21.1212215s,S,8>4:50
21.1212215s,S,21>4:50
21.1222222s,S,18>6:50
21.1222222s,S,6>3:50
21.1222222s,S,21>18:50
21.124223s,S,12>21:51
21.124223s,S,20>12:52
21.124223s,S,8>3:50
21.124223s,S,2>20:52
21.1252235s,S,5>21:50
21.1272231s,S,4>16:50
21.1272231s,S,1>22:50
21.1272231s,S,23>0:50
21.1282236s,S,19>6:51
21.1282236s,S,23>19:52
21.129224s,S,14>3:50
21.129224s,S,14>15:50
21.1302241s,S,11>23:50
21.1332254s,S,0>21:50
21.1362255s,S,14>6:50
21.1362255s,S,16>2:50
21.138226s,S,5>19:52
21.138226s,S,6>20:50
21.138226s,S,17>18:50
21.1402257s,S,15>16:50
21.1402257s,S,15>5:50
21.1402257s,S,11>8:50
21.1402257s,S,18>16:50
21.1402257s,S,18>14:50
21.1412258s,S,0>14:50
21.1422263s,S,19>13:50
21.1422263s,S,19>9:50
21.1482279s,S,2>17:50
21.1482279s,S,1>18:50
21.1482279s,S,11>16:50
21.1482279s,S,1>13:50
21.1482279s,S,17>5:50
21.1502279s,S,14>7:50
21.1502279s,S,9>2:50
21.1502279s,S,18>25:50
21.1502279s,S,6>7:50
21.1502279s,S,8>9:50
21.1512283s,S,23>2:50
21.1512283s,S,24>13:52
21.1512283s,S,18>17:50
21.1532286s,S,8>22:50
21.1532286s,S,19>17:50
21.1532286s,S,19>5:52
21.1542293s,S,21>1:50
21.1542293s,S,23>25:52
21.1542293s,S,7>5:50
21.1542293s,S,8>13:50
21.1552315s,S,18>9:50
21.1572294s,S,21>6:52
21.1572294s,S,16>0:50
21.1602301s,S,21>0:50
21.1602301s,S,18>23:52
21.1602301s,S,23>3:51
21.1602301s,S,17>21:52
21.1602301s,S,21>16:51
21.1602301s,S,21>17:50
21.1622306s,S,2>23:50
21.1632308s,D,10>21:10000000
21.1632308s,S,10>21:51
21.1632308s,C,21>2
21.1632308s,C,2>21
21.1632308s,C,2>21
21.1632308s,C,21>2
21.1632308s,S,23>10:50
21.1632308s,S,23>11:50
21.1652322s,D,13>25:14000000
21.1652322s,S,13>25:51
21.1662326s,S,8>11:50
21.1662326s,S,8>9:50
21.1672327s,S,4>9:50
21.1682329s,S,19>20:50
21.1692333s,S,2>22:50
21.1712327s,S,11>24:50
21.172234s,S,22>19:50
21.1732341s,S,21>12:50
21.1732341s,S,9>19:50
21.1752335s,S,12>22:52
21.1782345s,S,21>25:50
21.1782345s,S,21>4:50
21.1782345s,S,11>1:50
21.1782345s,D,6>23:19000000
21.1782345s,C,6>5
21.1782345s,S,6>23:51
21.1782345s,C,6>5
21.1782345s,C,23>8
21.1782345s,C,23>8
21.1782345s,C,5>6
21.1782345s,C,8>23
21.1782345s,C,5>6
21.1782345s,C,8>23
21.1792346s,S,17>7:50
21.1792346s,S,22>26:50
21.1812349s,S,8>18:50
21.1812349s,D,25>20:26000000
21.1812349s,S,25>20:51
21.1812349s,C,20>12
21.1812349s,C,20>12
21.1812349s,C,12>20
21.1812349s,C,12>20
21.1822353s,S,16>19:50
21.1842353s,S,1>8:50
21.1852357s,S,9>21:50
21.1862361s,S,15>1:50
21.1872362s,D,22>23:12000000
21.1872362s,S,18>9:50
21.1872362s,S,18>0:50
21.1872362s,C,22>16
21.1872362s,S,22>23:51
21.1872362s,C,16>22
21.1872362s,C,16>22
21.1872362s,C,22>16
21.1872362s,C,23>3
21.1872362s,C,23>3
21.1872362s,C,3>23
21.1872362s,C,3>23
21.1882369s,S,24>11:50
21.1882369s,S,23>24:52
21.1902372s,S,14>2:50
21.1902372s,S,1>21:50
21.1902372s,S,1>18:50
21.1922375s,S,25>3:52
21.1952381s,S,6>1:50
21.1952381s,S,6>5:50
21.1952381s,S,19>12:50
21.1952381s,S,19>16:50
21.1952381s,S,18>26:50
21.1952381s,S,18>15:50
21.1972384s,S,23>22:51
21.1972384s,S,3>0:50
21.1972384s,S,20>3:51
21.1972384s,D,12>23:11000000
21.1972384s,S,12>23:51
21.1972384s,C,23>2
21.1982391s,C,2>23
21.1982391s,C,2>23
21.1972384s,C,23>2
21.1982391s,S,4>14:50
21.1982391s,S,2>19:50
21.199239s,S,14>4:50
21.199239s,S,8>21:50
21.199239s,S,8>7:50
21.199239s,S,8>11:50
21.2022396s,S,18>12:50
21.2072406s,S,20>7:52
21.2072406s,S,25>0:52
21.2072406s,S,0>25:50
21.2072406s,S,19>2:50
21.2072406s,S,19>13:50
21.2072406s,S,23>14:50
21.2072406s,S,21>5:50
21.2082413s,S,23>17:50
21.2082413s,S,17>2:50
21.2082413s,S,23>11:50
21.2092429s,D,3>24:16000000
21.2092429s,S,3>24:51
21.2112429s,S,4>23:50
21.2112429s,S,21>13:50
21.2152425s,S,18>8:50
21.2152425s,S,6>13:50
21.2152425s,S,6>3:50
21.2152425s,S,18>6:50
21.2152425s,S,17>21:50
21.2162432s,D,24>20:27000000
21.2162432s,S,20>0:50
21.2162432s,S,24>20:51
21.2162432s,S,20>5:50
21.2162432s,S,18>17:50
21.2162432s,C,20>9
21.2162432s,C,20>9
21.2162432s,C,9>20
21.2162432s,C,9>20
21.2182438s,S,21>10:52
21.2182438s,S,1>15:50
21.2212442s,S,5>8:50
21.222244s,D,7>23:12000000
21.222244s,C,7>9
21.222244s,S,7>23:51
21.222244s,C,9>7
21.222244s,C,9>7
21.222244s,C,23>10
21.2232441s,C,23>10
21.2232441s,C,7>9
21.2232441s,C,10>23
21.2232441s,C,10>23
21.2232441s,S,18>1:50
21.2232441s,S,22>2:50
21.2232441s,S,11>8:50
21.2232441s,S,9>3:50
21.2232441s,S,16>8:50
21.2262451s,S,11>23:50
21.2282454s,S,9>1:50
21.2282454s,S,14>22:50
21.2282454s,S,18>2:50
21.2282454s,S,18>25:50
21.2282454s,S,13>22:50
21.2292461s,D,10>22:11000000
21.2292461s,S,10>22:51
21.2292461s,C,22>13
21.2292461s,C,13>22
21.2292461s,C,13>22
21.2292461s,C,22>13
21.2352475s,S,21>12:52
21.2352475s,S,0>16:50
21.2352475s,S,17>15:50
21.2352475s,S,21>9:50
21.2352475s,S,21>4:50
21.2352475s,S,17>18:50
21.2362476s,S,2>11:50
21.2362476s,S,2>22:50
21.2382478s,S,13>1:50
21.2382478s,S,25>13:52
21.2402481s,S,14>23:50
21.2412485s,S,22>3:50
21.242249s,S,8>5:50
21.242249s,S,8>21:50
21.2442495s,S,1>0:50
21.2442495s,S,1>21:50
21.2452496s,S,8>3:50
21.2452496s,S,8>7:50
21.2462498s,S,6>19:52
21.2462498s,S,22>14:50
21.2462498s,S,19>6:50
21.2502512s,S,22>24:51
21.2502512s,S,14>16:50
21.2512513s,S,9>15:50
21.2512513s,S,16>21:52
21.2512513s,S,21>16:50
21.2532513s,S,0>1:50
21.2542514s,S,23>11:50
21.2542514s,S,23>1:50
21.2542514s,S,23>17:50
21.2552518s,S,9>12:50
21.2552518s,S,11>7:50
21.2552518s,S,11>24:50
21.2552518s,S,5>21:50
21.2552518s,S,6>10:50
21.2563202s,S,20>4:50
21.2563202s,S,23>12:52
21.2563202s,S,12>22:51
21.2582522s,S,21>13:51
21.2594948s,D,19>1:13000000
21.2594948s,C,19>9
21.2594948s,S,7>8:50
21.2594948s,S,19>1:51
21.2594948s,C,9>19
21.2594948s,C,9>19
21.2594948s,C,19>9
21.2594948s,S,18>14:50
21.2594948s,S,6>21:50
21.2614818s,S,23>13:51
21.2614818s,S,23>22:52
21.2614818s,S,22>23:52
21.263483s,S,21>17:50
21.263483s,S,21>0:50
21.2644834s,S,4>21:50
21.2644834s,S,4>8:50
21.2664831s,S,14>11:50
21.2664831s,S,18>16:50
21.2664831s,S,15>17:50
21.2664831s,S,17>16:50
21.2664831s,S,17>21:50
21.2674838s,S,14>7:50
21.2684842s,S,3>19:50
21.2714843s,S,24>13:50
21.2714843s,S,11>2:50
21.2714843s,S,19>10:50
21.2734857s,S,23>6:52
21.2734857s,S,21>10:50
21.2754848s,S,13>20:50
21.2754848s,S,2>18:50
21.2764852s,S,23>4:50
21.2764852s,S,8>13:50
21.2764852s,S,17>7:50
21.2784855s,S,15>16:50
21.2784855s,S,15>5:50
21.2804869s,S,18>8:50
21.2804869s,S,18>7:50
21.2804869s,S,18>0:50
21.2824872s,S,23>7:52
21.2844866s,S,19>12:50
21.2844866s,S,19>2:50
21.2844866s,S,16>20:50
21.2854876s,S,18>26:50
21.2854876s,S,18>15:50
21.2864883s,S,6>7:50
21.2864883s,S,22>10:52
21.2864883s,S,6>1:50
21.2864883s,S,2>10:50
21.2884877s,S,19>13:50
21.2884877s,S,3>14:50
21.2894878s,S,16>19:50
21.2894878s,S,16>8:50
21.2894878s,S,22>5:50
21.2914884s,S,24>3:52
21.2914884s,S,9>11:50
21.2914884s,S,8>3:50
21.2934886s,D,6>26:19000000
21.2934886s,S,21>23:50
21.2934886s,S,3>20:52
21.2934886s,S,21>4:50
21.2934886s,C,6>23
21.2934886s,C,6>23
21.2934886s,C,23>6
21.2934886s,S,6>26:51
21.2934886s,C,23>6
21.2954898s,D,7>21:13000000
21.2954898s,C,21>23
21.2954898s,C,21>23
21.2954898s,C,23>21
21.2954898s,C,7>12
21.2954898s,C,23>21
21.2954898s,C,7>12
21.2954898s,C,12>7
21.2954898s,S,7>21:51
21.2954898s,C,12>7
21.2974906s,S,21>12:50
21.2974906s,S,12>17:50
21.3004907s,S,4>10:50
21.3004907s,S,5>12:50
21.3004907s,S,23>1:50
21.3004907s,S,23>17:50
21.3004907s,S,23>0:50
21.302491s,S,2>11:50
21.302491s,S,13>23:52
21.302491s,S,23>11:51
21.302491s,S,8>18:50
21.302491s,S,6>14:50
21.303492s,S,18>2:50
21.303492s,S,13>21:52
21.3044921s,S,21>25:50
21.3044921s,S,21>18:50
21.3074922s,S,6>13:50
21.3074922s,S,14>23:50
21.3074922s,S,7>10:50
21.3074922s,S,14>0:50
21.3094928s,S,1>7:50
21.3114933s,S,13>0:50
21.3114933s,S,11>7:50
21.3114933s,S,11>3:50
21.3114933s,S,12>6:50
21.312494s,S,20>25:52
21.3144943s,S,21>13:50
21.3144943s,S,18>8:50
21.3174953s,S,20>7:51
21.3174953s,S,7>23:50
21.3194946s,S,8>16:50
21.3194946s,S,8>5:50
21.3204951s,S,4>6:50
21.321497s,S,18>12:50
21.321497s,S,22>3:50
21.323496s,S,22>14:50
21.323496s,S,8>13:50
21.3244962s,S,22>12:52
21.3244962s,S,11>9:50
21.3254963s,S,17>8:50
21.3264964s,S,2>6:50
21.3274966s,S,9>17:50
21.3274966s,S,1>19:52
21.3274966s,S,23>4:50
21.3274966s,S,23>24:50
21.3274966s,S,19>7:51
21.3304993s,D,25>22:18000000
21.3304993s,S,25>22:51
21.3304993s,C,22>2
21.3304993s,C,22>2
21.3304993s,C,2>22
21.3304993s,C,2>22
21.3354985s,S,25>0:50
21.3354985s,S,1>10:50
21.3354985s,S,1>0:50
21.3364986s,S,3>22:50
21.3364986s,S,18>9:50
21.3364986s,S,21>16:50
21.3364986s,S,21>17:50
21.3374987s,S,19>17:50
21.3374987s,S,8>17:50
21.3374987s,S,2>17:50
21.3435004s,S,14>13:50
21.3435004s,S,23>22:50
21.3435004s,S,0>25:50
21.3435004s,S,18>17:50
21.3435004s,S,17>9:50
21.3435004s,S,10>11:50
21.3445005s,S,7>4:50
21.345501s,S,18>1:50
21.345501s,S,6>18:50
21.3465014s,S,23>18:50
21.3465014s,S,23>1:50
21.3465014s,S,23>17:50
21.3475015s,S,24>22:52
21.3475015s,S,22>24:50
21.3475015s,S,24>0:50
21.3475015s,S,14>3:50
21.3475015s,S,14>16:50
21.3475015s,S,12>19:50
21.3495018s,S,8>18:50
21.3495018s,S,11>23:52
21.3495018s,S,3>15:50
21.3525019s,S,11>22:50
21.3525019s,S,24>11:51
21.3525019s,S,24>20:50
21.3525019s,S,20>24:52
21.3525019s,S,11>2:50
21.3535029s,S,5>8:50
21.354503s,S,18>21:50
21.354503s,S,18>2:50
21.354503s,S,21>8:50
21.354503s,S,2>14:50
21.3555031s,D,23>9:6000000
21.3555031s,S,23>9:51
21.3565047s,S,17>6:50
21.3565047s,S,20>3:50
21.3565047s,S,20>13:50
21.3565047s,S,17>8:50
21.3585035s,S,15>18:50
21.3585035s,S,21>12:50
21.3585035s,S,21>3:50
21.3615042s,S,0>26:50
21.3615042s,S,21>1:50
21.3615042s,S,6>2:50
21.3625049s,S,19>13:50
21.3625049s,S,19>10:50
21.3625049s,S,19>2:50
21.3625049s,S,19>3:50
21.3625049s,S,21>7:52
21.3625049s,S,19>12:50
21.3625049s,S,6>19:50
21.3645052s,S,7>20:50
21.3645052s,S,21>0:50
21.3655053s,S,1>13:50
21.3675068s,S,11>3:50
21.3675068s,S,8>21:50
21.3675068s,S,11>7:50
21.3695058s,D,22>20:22000000
21.3695058s,S,17>19:50
21.3695058s,C,20>13
21.3695058s,C,13>20
21.3695058s,C,20>13
21.3695058s,C,22>8
21.3695058s,C,13>20
21.3695058s,S,22>20:51
21.3695058s,C,8>22
21.3695058s,C,22>8
21.3695058s,C,8>22
21.3705074s,S,18>7:50
21.3705074s,S,18>0:50
21.3725065s,S,3>11:50
21.3745071s,S,20>15:50
21.3745071s,S,14>20:50
21.3765076s,D,7>22:14000000
21.3765076s,S,18>26:50
21.3765076s,S,22>3:50
21.3765076s,C,7>23
21.3765076s,S,18>15:50
21.3765076s,S,7>22:51
21.3765076s,C,23>7
21.3765076s,C,7>23
21.3765076s,C,22>15
21.3765076s,C,23>7
21.3765076s,C,22>15
21.3765076s,C,15>22
21.3765076s,C,15>22
21.3775078s,S,1>16:50
21.3805087s,S,8>17:50
21.3855097s,S,18>16:50
21.3855097s,S,18>1:50
21.3855097s,S,10>22:50
21.3855097s,S,8>12:50
21.3855097s,S,18>14:50
21.3865101s,S,21>13:50
21.3865101s,S,21>17:50
21.3865101s,S,9>23:52
21.3905109s,S,16>5:50
21.3905109s,S,2>19:50
21.3905109s,S,12>4:50
21.3905109s,S,16>19:50
21.3905109s,S,22>0:50
21.3915111s,S,6>20:51
21.3915111s,S,6>7:50
21.3915111s,S,23>17:51
21.3915111s,S,6>10:50
21.3915111s,S,23>1:50
21.3915111s,S,3>6:50
21.3915111s,S,26>6:52
21.3915111s,S,23>25:50
21.3915111s,S,23>18:50
21.3955133s,S,8>1:50
21.3955133s,S,23>9:50
21.397513s,S,23>14:50
21.397513s,S,5>15:50
21.397513s,S,13>25:50
21.397513s,S,13>0:50
21.4015138s,S,22>6:50
21.4015138s,S,22>14:50
21.4025137s,S,11>9:50
21.4035712s,S,15>17:50
21.4035712s,S,1>18:50
21.4035712s,S,19>6:50
21.4055143s,S,18>21:50
21.4075152s,S,7>19:52
21.4075152s,S,7>3:50
21.4085153s,S,11>2:50
21.4085153s,S,8>5:50
21.4095154s,S,14>2:50
21.4115169s,S,21>18:50
21.4115169s,S,8>21:50
21.4135171s,S,12>2:50
21.4135171s,S,15>5:50
21.4135171s,S,23>24:50
21.4135171s,S,6>17:50
21.4135171s,S,3>26:50
21.4135171s,S,15>16:50
21.4135171s,S,23>19:50
21.4145173s,S,21>5:50
21.4175174s,S,16>2:50
21.4185175s,S,23>13:50
21.4195182s,S,14>4:50
21.4195182s,S,21>3:50
21.4195182s,S,21>12:50
21.4225183s,S,21>9:50
21.4225183s,S,22>25:52
21.4225183s,S,21>16:50
21.4225183s,S,12>15:50
21.423519s,S,18>2:50
21.4245192s,D,19>14:17000000
21.4245192s,S,11>3:50
21.4245192s,S,11>7:50
21.4245192s,C,19>6
21.4245192s,C,19>6
21.4245192s,S,19>14:51
21.4245192s,C,6>19
21.4245192s,C,6>19
21.425519s,S,23>22:50
21.4265191s,S,2>9:50
21.4265191s,S,8>9:50
21.4265191s,S,1>10:50
21.4265191s,S,2>10:50
21.4265191s,S,8>12:50
21.4275195s,S,19>5:50
21.4275195s,S,19>16:50
21.4275195s,S,19>10:50
21.4275195s,S,19>22:50
21.4275195s,S,20>16:51
21.4285203s,S,18>9:50
21.4335209s,S,5>20:50
21.4335209s,S,21>7:50
21.4335209s,S,22>5:50
21.4345213s,S,17>3:50
21.4345213s,S,11>24:52
21.4365216s,S,23>17:50
21.4365216s,S,23>0:50
21.4365216s,S,17>23:52
21.437522s,D,25>10:15000000
21.437522s,S,19>2:50
21.437522s,S,25>10:51
21.4395246s,S,21>13:50
21.441524s,S,3>7:50
21.441524s,S,10>20:50
21.4435231s,S,8>11:50
21.4435231s,S,14>18:50
21.4435231s,S,22>11:50
21.4435231s,S,22>26:50
21.4455236s,S,18>12:50
21.4455236s,D,16>24:23000000
21.4455236s,S,16>24:51
21.4465252s,S,12>13:50
21.4465252s,S,17>6:50
21.4465252s,S,17>2:50
21.448524s,S,22>7:52
21.4495245s,S,1>21:50
21.4495245s,S,15>19:50
21.4525254s,S,1>20:50
21.4535273s,S,20>10:50
21.4555264s,S,18>1:50
21.4565265s,D,23>20:20000000
21.4565265s,S,18>25:50
21.4565265s,C,20>4
21.4565265s,S,23>20:51
21.4565265s,C,20>4
21.4565265s,C,4>20
21.4565265s,C,4>20
21.4585262s,D,24>25:23000000
21.4585262s,S,0>18:50
21.4585262s,S,24>25:51
21.4595266s,S,23>11:50
21.4595266s,S,21>17:50
21.4595266s,S,23>13:50
21.4595266s,S,3>9:50
21.4605271s,S,11>9:50
21.4615281s,S,21>4:50
21.4615281s,S,25>18:50
21.4615281s,S,25>0:50
21.4615281s,S,18>9:50
21.4635277s,S,7>13:50
21.4635277s,S,23>4:50
21.4635277s,S,2>12:50
21.4635277s,S,18>16:50
21.4645279s,S,6>2:50
21.4665284s,S,11>2:50
21.4665284s,S,2>6:50
21.4665284s,S,21>0:50
21.4665284s,S,1>16:50
21.4665284s,S,8>16:50
21.4945344s,S,13>8:50
21.4945344s,S,18>26:50
21.4945344s,S,6>18:50
21.4955346s,S,7>3:50
21.4955346s,S,7>20:50
21.4955346s,S,20>22:52
21.4975351s,S,2>17:50
21.4975351s,S,12>5:50
21.4975351s,S,18>21:50
21.4975351s,S,3>8:50
21.4975351s,S,14>7:50
21.4975351s,S,13>25:50
21.4975351s,S,24>23:50
21.5005358s,S,24>0:50
21.5005358s,S,24>22:50
21.5255411s,S,6>4:50
21.5255411s,S,22>19:50
21.5255411s,S,15>18:50
21.5255411s,S,16>20:50
21.5255411s,S,23>9:50
21.5255411s,S,14>0:50
21.5255411s,S,8>4:50
21.5255411s,S,23>25:50
21.5255411s,S,23>19:50
21.5255411s,S,8>1:50
21.5255411s,S,8>5:50
21.5255411s,S,14>11:50
21.5255411s,S,6>10:50
21.5255411s,S,16>1:50
21.5265415s,S,11>3:50
21.5265415s,S,23>17:50
21.5265415s,S,23>1:50
21.5275422s,S,20>1:50
21.533543s,S,3>25:50
21.533543s,S,11>22:50
21.533543s,S,18>6:50
21.5395447s,S,3>21:50
21.5395447s,S,22>1:50
21.5395447s,S,17>21:50
21.5395447s,S,12>18:50
21.5395447s,S,22>26:51
21.5405454s,S,19>10:50
21.5405454s,S,21>1:50
21.5405454s,S,18>15:50
21.5405454s,S,18>12:50
21.5405454s,S,21>3:50
21.5415452s,S,22>20:50
21.5415452s,S,22>11:50
21.5425462s,S,14>19:52
21.5425462s,S,19>15:50
21.5425462s,S,16>8:50
21.5425462s,S,19>22:50
21.5425462s,S,21>16:50
21.5445459s,S,21>5:50
21.5445459s,S,6>17:50
21.5445459s,S,21>18:50
21.5445459s,S,25>20:50
21.5465471s,S,12>22:50
21.550547s,S,13>12:50
21.550547s,S,1>0:50
21.5515474s,S,15>17:50
21.5545487s,S,20>6:52
21.5545487s,S,14>6:50
21.5545487s,S,3>17:50
21.5545487s,S,5>22:50
21.5555494s,D,19>11:13000000
21.5555494s,C,19>10
21.5555494s,C,10>19
21.5555494s,S,19>11:51
21.5555494s,C,19>10
21.5555494s,C,10>19
21.5575488s,S,25>13:51
21.5575488s,S,10>25:52
21.56055s,S,11>10:50
21.56055s,S,23>12:50
21.56055s,S,21>17:50
21.56055s,S,23>24:50
21.56055s,S,21>13:50
21.56055s,S,7>11:50
21.56055s,S,8>12:50
21.56055s,S,23>22:50
21.56255s,S,17>2:50
21.56255s,S,21>4:50
21.5635507s,S,23>14:50
21.5635507s,S,23>0:50
21.5635507s,S,10>9:50
21.5665511s,S,19>1:50
21.5665511s,S,22>6:50
21.5665511s,S,19>16:50
21.5675513s,S,19>10:50
21.5675513s,S,8>4:50
21.5675513s,S,8>26:50
21.5695518s,S,18>2:50
21.5705525s,S,2>19:50
21.5725522s,S,18>17:50
21.5725522s,S,18>16:50
21.5725522s,S,25>21:50
21.5725522s,S,18>25:50
21.5735523s,D,26>25:16000000
21.5735523s,S,26>25:51
21.5745539s,S,7>13:50
21.5765536s,S,23>18:50
21.5765536s,S,23>1:50
21.577554s,S,20>25:51
21.5795546s,S,15>16:50
21.580555s,S,19>17:50
21.580555s,S,0>23:50
21.5835548s,S,13>8:50
21.5835548s,S,1>23:50
21.5835548s,S,1>20:50
21.5865552s,S,2>9:50
21.5865552s,S,20>23:52
21.5875556s,S,14>13:50
21.588556s,S,5>19:50
21.588556s,S,10>5:50
21.588556s,S,11>0:50
21.5915564s,S,17>16:50
21.5915564s,S,3>9:50
21.5915564s,S,21>0:50
21.5955575s,S,3>15:50
21.5965585s,S,25>24:52
21.5965585s,S,22>3:50
21.5965585s,S,24>16:52
21.5965585s,S,13>14:50
21.5965585s,S,21>8:50
21.5965585s,S,15>9:50
21.5965585s,S,21>18:50
21.5965585s,D,4>24:17000000
21.5965585s,S,15>19:51
21.5965585s,S,4>24:51
21.5975587s,D,23>2:11000000
21.5975587s,S,22>5:50
21.5975587s,S,22>11:50
21.5975587s,S,23>2:51
21.5985588s,S,6>12:50
21.6005588s,S,22>7:51
21.6005588s,S,26>22:52
21.6005588s,S,8>16:50
21.6015592s,S,25>18:50
21.6025596s,S,24>26:50
21.6025596s,S,12>9:50
21.6025596s,S,16>14:50
21.6025596s,S,24>22:50
21.6025596s,S,8>1:50
21.6025596s,S,12>5:50
21.60356s,S,8>13:50
21.60356s,S,8>9:50
21.60756s,S,22>24:50
21.60756s,S,16>1:50
21.60756s,S,23>25:50
21.6105607s,S,3>17:50
21.6105607s,S,21>17:50
21.6115614s,S,13>12:50
21.6135622s,S,18>14:50
21.6135622s,D,16>26:16000000
21.6135622s,S,12>8:50
21.6135622s,S,16>26:51
21.6155619s,S,17>21:50
21.6155619s,S,7>20:52
21.6165635s,S,6>18:50
21.6165635s,S,7>14:50
21.6185626s,S,3>11:50
21.6185626s,S,21>9:50
21.6185626s,S,23>9:50
21.6205637s,S,18>21:50
21.6205637s,S,23>17:50
21.6205637s,S,11>19:52
21.6205637s,S,8>11:50
21.6215638s,S,6>20:50
21.6215638s,S,6>4:50
21.6235641s,S,19>22:50
21.6235641s,S,2>12:50
21.6235641s,S,20>16:50
21.6245648s,S,23>18:50
21.6265642s,S,7>4:50
21.6265642s,S,7>13:50
21.6295649s,S,21>10:50
21.6295649s,S,1>6:50
21.6295649s,S,13>25:52
21.6295649s,S,8>18:50
21.6295649s,S,23>4:50
21.6315657s,S,18>26:50
21.6315657s,S,24>23:50
21.6315657s,S,19>1:50
21.6315657s,S,18>15:50
21.6315657s,S,19>5:50
21.634567s,D,19>18:13000000
21.634567s,S,6>3:50
21.634567s,C,18>21
21.634567s,S,25>13:50
21.634567s,C,21>18
21.634567s,C,18>21
21.634567s,C,21>18
21.634567s,C,19>16
21.634567s,C,16>19
21.634567s,C,19>16
21.634567s,C,16>19
21.634567s,S,19>18:51
21.6375668s,S,14>4:50
21.6375668s,S,21>8:50
21.6375668s,S,21>12:50
21.6415679s,D,25>9:12000000
21.6415679s,S,15>18:50
21.6415679s,S,1>10:50
21.6415679s,S,25>9:51
21.6425686s,S,12>21:50
21.6445683s,S,14>15:50
21.6465694s,S,23>19:50
21.6475699s,S,19>12:50
21.6475699s,S,19>16:50
21.6495792s,S,18>25:50
21.6495792s,S,18>17:50
21.6515707s,S,3>19:50
21.6515707s,S,23>22:50
21.6525799s,S,13>7:50
21.6525799s,S,22>14:50
21.6525799s,S,2>23:52
21.6545708s,S,12>23:50
21.6545708s,S,25>26:52
21.6555803s,S,5>7:50
21.6555803s,S,16>20:52
21.6555803s,S,16>2:50
21.6565719s,S,13>14:50
21.6575808s,S,21>25:50
21.6575808s,S,19>15:50
21.6575808s,S,19>20:50
21.658581s,S,25>23:50
21.6605733s,S,3>26:50
21.6605733s,S,8>17:50
21.6605733s,S,23>0:50
21.6605733s,S,23>14:50
21.6625727s,S,21>13:50
21.6625727s,D,26>13:8000000
21.6625727s,S,26>13:51
21.6635728s,S,22>1:50
21.6675748s,S,19>16:50
21.6675748s,S,23>1:50
21.6695745s,S,17>16:50
21.6725758s,S,22>11:50
21.6725758s,S,23>24:50
21.6735759s,S,22>25:51
21.6735759s,S,7>22:52
21.6765763s,S,18>12:50
21.6765763s,S,25>22:50
21.6765763s,S,10>6:50
21.678576s,S,25>21:50
21.678576s,S,0>3:50
21.678576s,S,21>8:50
21.6795764s,S,1>23:50
21.6805777s,S,21>6:50
21.6805777s,S,11>0:50
21.6805777s,S,11>10:50
21.6815778s,S,24>4:52
21.6835772s,S,1>16:50
21.6845779s,S,2>18:50
21.6845779s,S,16>5:50
21.6875789s,S,23>12:50
21.6875789s,S,3>20:50
21.6885793s,S,24>13:50
21.6885793s,S,7>4:50
